level,lo,hi,grid,band,side,n_fit,exact_fit,w25_fit,medae_fit,n_hold,exact_hold,w25_hold,medae_hold
cr,1,120,m25,none,none,549,0.5519125683060109,0.575591985428051,0.0,632,0.6787974683544303,0.7136075949367089,0.0
cr,1,120,m25,b30,none,549,0.5519125683060109,0.575591985428051,0.0,632,0.6787974683544303,0.7136075949367089,0.0
cr,2,90,m100,none,ge,549,0.5519125683060109,0.5664845173041895,0.0,632,0.7199367088607594,0.7278481012658228,0.0
cr,2,90,m100,b30,ge,549,0.5519125683060109,0.5664845173041895,0.0,632,0.7199367088607594,0.7278481012658228,0.0
cr,1,120,m25,b20,none,549,0.5500910746812386,0.5737704918032787,0.0,632,0.6787974683544303,0.7136075949367089,0.0
cr,2,90,m100,b20,ge,549,0.5500910746812386,0.5646630236794171,0.0,632,0.7199367088607594,0.7278481012658228,0.0
cr,2,60,m100,none,none,549,0.5482695810564663,0.5646630236794171,0.0,632,0.6645569620253164,0.6724683544303798,0.0
cr,2,60,m100,b20,none,549,0.5482695810564663,0.5646630236794171,0.0,632,0.6645569620253164,0.6724683544303798,0.0
cr,2,60,m100,b30,none,549,0.5482695810564663,0.5646630236794171,0.0,632,0.6645569620253164,0.6724683544303798,0.0
cr,1,90,m100,none,none,549,0.5446265938069217,0.5591985428051002,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,1,90,m100,b30,none,549,0.5446265938069217,0.5591985428051002,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,1,90,m100,b20,none,549,0.5428051001821493,0.5573770491803278,0.0,632,0.6930379746835443,0.7009493670886076,0.0
cr,2,60,m50,none,none,549,0.5409836065573771,0.5628415300546448,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,2,60,m50,b20,none,549,0.5409836065573771,0.5628415300546448,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,2,60,m50,b30,none,549,0.5409836065573771,0.5628415300546448,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,1,90,m100,none,ge,549,0.5373406193078324,0.5537340619307832,0.0,632,0.6993670886075949,0.7072784810126582,0.0
cr,1,90,m100,b30,ge,549,0.5373406193078324,0.5537340619307832,0.0,632,0.6993670886075949,0.7072784810126582,0.0
cr,1,90,m100,b20,ge,549,0.5355191256830601,0.5519125683060109,0.0,632,0.6993670886075949,0.7072784810126582,0.0
cr,2,60,m25,none,none,549,0.5355191256830601,0.5610200364298725,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,2,60,m25,b20,none,549,0.5355191256830601,0.5610200364298725,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,2,60,m25,b30,none,549,0.5355191256830601,0.5610200364298725,0.0,632,0.6772151898734177,0.6819620253164557,0.0
cr,2,60,m100,none,ge,549,0.5282331511839709,0.5428051001821493,0.0,632,0.6518987341772152,0.6598101265822784,0.0
